callid,agentid,customerid,pickedup,duration,productsold,transaction_date
5360,5,584,1,168,0,2024-05-08
5361,8,44,0,0,0,2024-06-19
5362,8,908,0,0,0,2024-07-02
5363,8,188,0,0,0,2024-08-24
5364,4,341,1,258,0,2024-03-10
5365,4,898,1,149,0,2024-09-26
5366,8,553,1,224,1,2024-11-12
5367,9,656,0,0,0,2024-11-04
5368,0,778,1,199,0,2024-04-28
5369,10,336,0,0,0,2024-05-01
5370,7,495,1,226,1,2024-03-05
5371,6,822,1,192,0,2024-06-29
5373,3,781,0,0,0,2024-04-01
5374,10,927,1,203,0,2024-10-14
5375,7,437,1,195,0,2024-06-02
5376,10,391,1,228,1,2024-11-16
5377,1,383,1,236,0,2024-02-25
5378,7,399,1,126,0,2024-06-13
5379,9,868,1,165,1,2024-11-12
5380,8,107,0,0,0,2024-07-25
5381,0,854,1,238,1,2024-07-14
5382,10,44,1,172,0,2024-04-02
5383,8,881,1,176,0,2024-06-18
5384,4,952,1,250,0,2024-12-06
5385,10,735,1,159,1,2024-08-10
5387,3,376,0,0,0,2024-01-14
5388,10,694,1,192,0,2024-11-14
5389,8,292,1,184,0,2024-05-18
5390,0,810,1,199,1,2024-05-02
5391,6,614,0,0,0,2024-07-13
5392,1,567,1,105,1,2024-04-05
5393,2,780,1,156,1,2024-02-16
5395,1,515,1,199,0,2024-08-01
5396,3,218,1,213,1,2024-06-20
5397,0,953,1,247,0,2024-03-14
5398,6,201,1,168,0,2024-07-16
5399,3,753,0,0,0,2024-07-12
5400,6,945,1,139,0,2024-03-18
5401,1,131,1,267,0,2024-07-05
5402,2,555,0,0,0,2024-03-10
5403,2,319,0,0,0,2024-10-04
5404,7,238,1,69,0,2024-08-20
5405,7,375,1,108,1,2024-03-25
5407,8,907,0,0,0,2024-09-02
5408,8,339,0,0,0,2024-08-12
5409,4,477,1,143,0,2024-05-19
5411,0,550,1,77,0,2024-08-21
5413,2,477,1,123,1,2024-06-01
5414,3,569,1,144,0,2024-02-11
5415,2,960,0,0,0,2024-07-29
5416,10,783,1,145,0,2024-04-14
5417,10,225,1,245,0,2024-02-02
5418,10,757,1,160,0,2024-07-06
5419,6,29,0,0,0,2024-02-04
5420,2,991,0,0,0,2024-11-20
5421,3,818,1,181,0,2024-02-23
5422,0,12,1,137,0,2024-07-15
5423,2,652,0,0,0,2024-08-25
5424,2,866,1,73,0,2024-05-23
5425,5,716,1,168,0,2024-03-11
5426,4,941,1,200,1,2024-06-14
5427,10,652,1,236,1,2024-02-14
5428,8,566,1,240,1,2024-06-16
5429,4,844,1,274,0,2024-07-30
5430,8,717,0,0,0,2024-08-16
5431,0,771,0,0,0,2024-07-25
5432,1,123,1,85,1,2024-01-29
5433,5,132,1,243,1,2024-05-18
5434,9,130,1,140,1,2024-01-15
5435,3,165,1,217,0,2024-03-31
5436,7,518,1,180,0,2024-07-06
5437,4,173,1,198,0,2024-02-27
5438,1,50,1,183,0,2024-05-20
5439,10,3,1,216,0,2024-04-20
5440,3,336,1,276,0,2024-03-31
5441,6,930,1,259,0,2024-05-25
5442,7,398,0,0,0,2024-04-20
5443,3,877,1,170,1,2024-12-13
5444,4,526,1,225,0,2024-08-04
5445,4,926,1,279,0,2024-04-13
5446,5,54,1,137,0,2024-08-09
5447,10,681,1,169,1,2024-09-06
5448,4,539,1,219,0,2024-02-26
5449,2,626,1,126,0,2024-10-02
5450,7,621,0,0,0,2024-07-06
5451,8,770,0,0,0,2024-11-05
5452,2,109,1,143,1,2024-12-09
5453,3,891,1,132,0,2024-07-31
5454,6,728,1,164,0,2024-07-14
5455,0,335,1,237,0,2024-01-19
5456,9,462,1,180,1,2024-12-01
5457,10,929,1,193,1,2024-11-08
5459,8,226,1,209,0,2024-10-07
5460,4,10,1,217,0,2024-09-21
5461,7,199,1,162,0,2024-08-15
5462,8,710,1,141,0,2024-12-07
5463,10,505,0,0,0,2024-04-25
5464,1,532,1,196,1,2024-12-30
5465,6,768,1,160,0,2024-03-04
5466,0,940,0,0,0,2024-06-02
5467,2,550,0,0,0,2024-11-07
5468,8,140,1,192,0,2024-02-13
5469,1,367,0,0,0,2024-11-28
5470,0,27,1,194,0,2024-06-18
5471,9,449,0,0,0,2024-06-23
5472,6,531,1,254,0,2024-05-10
5473,8,567,0,0,0,2024-08-21
5475,8,769,1,191,0,2024-05-27
5476,4,381,1,216,0,2024-03-14
5477,0,2,1,273,1,2024-04-10
5478,10,780,1,229,1,2024-02-25
5479,5,705,1,165,0,2024-08-07
5480,0,489,1,177,0,2024-06-11
5481,0,478,1,232,0,2024-02-11
5482,0,451,0,0,0,2024-05-10
5483,5,937,1,131,0,2024-01-09
5484,2,784,1,172,0,2024-05-31
5485,9,218,0,0,0,2024-07-13
5486,5,479,1,187,0,2024-09-26
5487,3,604,0,0,0,2024-05-19
5488,4,124,1,185,1,2024-07-18
5490,5,349,1,177,0,2024-06-22
5491,1,336,0,0,0,2024-06-11
5492,9,328,0,0,0,2024-04-30
5493,10,873,1,173,0,2024-01-13
5494,5,787,1,248,0,2024-09-30
5495,1,348,1,160,0,2024-07-11
5496,8,534,0,0,0,2024-07-16
5497,0,464,0,0,0,2024-06-07
5498,2,363,0,0,0,2024-08-08
5499,5,81,1,157,0,2024-12-06
5500,8,301,0,0,0,2024-03-09
5502,7,947,1,231,0,2024-03-20
5503,6,740,1,204,0,2024-07-10
5504,5,464,1,235,0,2024-09-16
5505,6,565,1,185,0,2024-01-24
5506,9,327,0,0,0,2024-11-26
5507,4,512,0,0,0,2024-09-10
5508,0,108,1,259,0,2024-01-02
5509,7,21,1,265,0,2024-09-29
5510,4,523,1,82,0,2024-06-29
5511,7,277,1,167,1,2024-10-03
5512,6,428,1,113,0,2024-09-20
5513,2,449,1,156,0,2024-09-02
5514,10,586,0,0,0,2024-11-01
5515,2,206,1,90,1,2024-12-29
5516,5,540,1,198,0,2024-02-10
5517,3,50,1,202,0,2024-04-13
5518,1,121,1,179,0,2024-03-28
5519,0,218,0,0,0,2024-09-12
5520,7,776,1,197,0,2024-11-26
5521,4,297,1,185,0,2024-09-25
5522,6,59,1,189,0,2024-01-19
5523,6,395,1,173,0,2024-04-14
5524,5,389,1,249,0,2024-03-25
5525,8,951,1,115,0,2024-05-23
5526,3,566,1,192,1,2024-11-11
5527,5,622,1,274,0,2024-08-24
5528,7,668,1,196,0,2024-10-01
5529,4,148,1,145,0,2024-03-07
5530,9,310,0,0,0,2024-09-21
5531,6,891,1,210,1,2024-09-13
5532,5,69,1,134,0,2024-01-29
5533,9,488,1,196,1,2024-08-18
5534,4,388,1,130,0,2024-07-02
5535,8,499,0,0,0,2024-03-03
5536,1,240,1,234,0,2024-03-26
5537,0,105,1,145,0,2024-03-17
5539,9,595,1,199,1,2024-12-18
5540,6,321,1,157,0,2024-01-02
5541,4,732,1,140,1,2024-06-05
5542,3,49,0,0,0,2024-01-09
5543,7,221,1,181,1,2024-10-10
5544,6,455,0,0,0,2024-11-21
5545,8,53,1,136,1,2024-10-31
5546,10,882,1,184,0,2024-02-25
5547,0,718,1,152,0,2024-06-09
5548,6,459,0,0,0,2024-03-02
5549,10,424,0,0,0,2024-07-29
5550,4,17,1,231,1,2024-11-24
5551,10,406,1,231,0,2024-07-04
5552,5,108,1,241,1,2024-03-30
5553,5,885,1,206,0,2024-10-02
5555,3,296,1,247,0,2024-06-20
5556,2,296,1,130,0,2024-08-17
5558,0,813,1,206,0,2024-03-28
5559,6,719,1,162,0,2024-11-20
5560,3,324,1,156,1,2024-07-07
5561,8,875,1,143,0,2024-05-30
5562,6,886,0,0,0,2024-05-03
5563,6,396,1,221,1,2024-12-15
5564,0,395,1,193,0,2024-05-28
5565,10,667,1,149,0,2024-05-21
5566,10,810,1,146,0,2024-03-29
5567,2,911,1,174,0,2024-03-24
5568,4,134,0,0,0,2024-10-03
5569,0,655,1,146,0,2024-12-27
5570,7,552,1,225,0,2024-12-09
5571,0,824,1,171,0,2024-12-31
5572,10,743,1,205,0,2024-01-26
5573,1,227,1,94,0,2024-11-20
5574,3,466,1,187,1,2024-11-15
5575,5,665,1,192,1,2024-06-26
5576,10,495,0,0,0,2024-10-18
5577,1,441,0,0,0,2024-08-16
5578,9,109,0,0,0,2024-04-23
5579,0,272,1,151,1,2024-06-13
5580,0,636,1,184,0,2024-11-28
5581,5,837,1,105,0,2024-07-15
5582,0,464,0,0,0,2024-04-14
5583,10,83,1,206,0,2024-09-22
5584,1,493,1,103,0,2024-05-17
5585,5,76,1,212,1,2024-08-08
5586,5,116,0,0,0,2024-07-07
5587,5,668,1,143,0,2024-04-02
5588,10,961,1,183,0,2024-08-09
5589,2,522,0,0,0,2024-10-03
5590,5,533,1,157,0,2024-05-14
5591,10,435,0,0,0,2024-12-17
5592,4,639,0,0,0,2024-01-25
5593,6,452,0,0,0,2024-11-29
5594,1,929,1,200,0,2024-10-24
5595,7,403,1,252,0,2024-01-03
5596,10,934,1,241,0,2024-12-12
5597,4,765,1,101,0,2024-03-23
5598,10,420,0,0,0,2024-09-13
5599,10,800,1,74,0,2024-10-13
5600,1,344,0,0,0,2024-03-02
5601,4,234,1,222,0,2024-12-02
5602,4,927,0,0,0,2024-10-14
5603,8,124,1,131,0,2024-08-22
5604,7,649,1,204,0,2024-12-27
5605,1,459,1,109,0,2024-07-23
5606,5,936,1,147,0,2024-12-29
5607,1,113,1,109,1,2024-12-25
5608,7,311,0,0,0,2024-05-10
5609,8,819,1,192,0,2024-08-01
5610,10,760,1,164,0,2024-05-20
5611,7,841,1,178,0,2024-12-25
5614,6,364,1,125,1,2024-12-26
5615,2,503,1,103,0,2024-04-30
5616,3,992,1,146,0,2024-05-13
5617,4,305,1,208,0,2024-11-16
5618,9,469,1,95,1,2024-10-28
5619,1,863,0,0,0,2024-11-06
5620,5,266,0,0,0,2024-12-16
5621,5,212,1,193,0,2024-03-30
5622,6,717,1,155,1,2024-09-14
5623,4,767,1,184,0,2024-10-19
5624,3,916,0,0,0,2024-08-21
5625,3,661,1,124,0,2024-11-05
5626,6,922,0,0,0,2024-11-11
5627,5,627,1,121,0,2024-03-05
5628,7,817,1,141,0,2024-07-28
5629,6,87,1,223,0,2024-03-28
5630,2,177,1,141,0,2024-04-19
5631,7,486,0,0,0,2024-05-19
5632,0,98,1,112,0,2024-09-21
5633,5,527,1,81,1,2024-09-07
5634,2,347,1,238,1,2024-08-03
5635,10,204,1,225,1,2024-10-08
5636,2,304,1,166,0,2024-04-16
5637,8,984,1,157,1,2024-12-01
5639,10,756,1,173,0,2024-05-25
5640,7,784,1,101,0,2024-05-08
5641,10,208,0,0,0,2024-09-17
5642,8,921,1,144,0,2024-06-27
5643,6,8,1,159,0,2024-05-10
5644,3,950,1,200,1,2024-06-21
5645,1,70,1,222,0,2024-02-01
5646,4,85,1,260,0,2024-12-23
5647,1,807,0,0,0,2024-01-14
5648,6,599,1,339,0,2024-01-26
5649,3,727,0,0,0,2024-11-13
5650,5,678,0,0,0,2024-04-02
5651,10,686,1,218,0,2024-06-08
5652,0,883,1,145,0,2024-05-23
5653,0,879,1,159,0,2024-06-09
5654,7,794,1,117,1,2024-08-30
5655,2,797,1,102,0,2024-07-28
5656,6,957,0,0,0,2024-03-27
5657,3,601,1,190,0,2024-01-19
5658,3,397,0,0,0,2024-11-22
5659,1,798,1,162,0,2024-04-05
5660,2,423,0,0,0,2024-04-05
5661,8,719,1,107,0,2024-02-26
5662,9,197,0,0,0,2024-05-06
5663,6,374,1,165,0,2024-05-01
5664,4,236,0,0,0,2024-12-10
5665,5,410,1,156,1,2024-09-13
5666,0,744,1,122,0,2024-05-25
5667,3,249,1,119,1,2024-05-07
5668,8,593,0,0,0,2024-04-09
5669,8,981,0,0,0,2024-07-09
5670,7,803,1,158,0,2024-07-10
5671,10,246,1,144,0,2024-03-21
5672,2,916,0,0,0,2024-12-19
5673,5,57,1,202,0,2024-04-25
5674,3,475,1,177,0,2024-08-20
5675,2,25,1,178,0,2024-05-09
5676,1,3,1,249,1,2024-05-02
5677,2,52,1,118,1,2024-05-28
5678,3,686,1,235,1,2024-04-07
5679,2,363,0,0,0,2024-12-02
5682,4,676,1,225,0,2024-01-04
5683,8,686,0,0,0,2024-11-20
5684,7,281,0,0,0,2024-06-05
5685,2,413,1,127,0,2024-02-08
5686,4,713,1,178,0,2024-02-11
5687,5,575,1,152,0,2024-07-04
5688,8,991,1,147,0,2024-01-08
5689,8,723,1,162,1,2024-03-26
5690,1,342,1,187,0,2024-07-16
5691,7,638,1,148,1,2024-06-17
5692,1,70,0,0,0,2024-09-19
5693,4,218,1,227,1,2024-08-21
5694,6,578,1,203,1,2024-07-08
5695,8,609,0,0,0,2024-04-04
5696,6,888,1,186,1,2024-11-02
5697,0,906,1,208,0,2024-11-21
5698,0,846,1,130,0,2024-04-01
5699,9,268,0,0,0,2024-10-20
5700,8,100,0,0,0,2024-01-23
5701,2,714,1,91,0,2024-02-04
5702,10,14,1,271,0,2024-01-14
5703,0,664,1,249,0,2024-08-20
5704,3,116,1,178,0,2024-12-08
5705,4,42,1,112,1,2024-10-04
5706,5,243,1,154,0,2024-03-09
5707,6,574,1,197,0,2024-06-07
5708,10,834,1,114,0,2024-10-25
5709,8,681,1,195,0,2024-06-09
5710,6,392,1,179,0,2024-06-29
5711,8,462,1,211,0,2024-08-23
5712,6,226,0,0,0,2024-01-06
5713,6,553,1,188,0,2024-01-22
5714,3,229,1,99,0,2024-08-05
5715,10,366,1,160,1,2024-06-30
5717,6,79,1,93,0,2024-01-15
5718,4,622,1,157,1,2024-11-08
5719,0,711,1,225,1,2024-01-28
5722,1,562,0,0,0,2024-03-12
5723,3,125,1,155,1,2024-01-21
5724,1,230,0,0,0,2024-06-28
5725,7,267,0,0,0,2024-11-19
5726,5,310,0,0,0,2024-04-05
5727,2,247,1,177,0,2024-05-24
5728,1,753,1,104,0,2024-09-11
5729,7,24,1,286,1,2024-06-03
5730,9,35,1,241,1,2024-06-09
5731,7,297,1,212,0,2024-08-30
5732,10,373,1,171,0,2024-07-02
5733,2,993,1,316,0,2024-06-24
5734,10,686,1,223,0,2024-02-15
5735,7,356,0,0,0,2024-02-28
5736,1,784,0,0,0,2024-01-28
5737,10,756,1,135,0,2024-12-09
5738,9,659,1,171,1,2024-12-27
5739,2,341,0,0,0,2024-02-17
5740,6,564,0,0,0,2024-04-29
5741,0,454,0,0,0,2024-06-09
5742,10,169,1,218,0,2024-11-24
5743,5,310,1,197,1,2024-01-21
5744,10,774,0,0,0,2024-04-26
5745,1,180,1,183,0,2024-06-22
5746,9,688,0,0,0,2024-09-09
5747,1,895,1,149,1,2024-06-13
5748,6,403,1,213,0,2024-02-05
5749,10,466,0,0,0,2024-05-08
5750,7,134,0,0,0,2024-12-26
5751,1,761,0,0,0,2024-02-19
5752,8,844,0,0,0,2024-10-02
5753,10,436,0,0,0,2024-02-12
5754,5,146,1,191,0,2024-05-24
5755,5,568,1,176,0,2024-06-09
5756,3,165,1,165,1,2024-01-10
5758,0,437,1,252,0,2024-05-15
5759,10,836,0,0,0,2024-04-29
5760,8,640,1,250,1,2024-12-10
5761,7,448,1,166,0,2024-09-28
5762,4,96,0,0,0,2024-06-09
5763,0,393,1,213,0,2024-02-23
5764,10,285,1,119,0,2024-03-30
5765,7,54,0,0,0,2024-08-18
5766,1,546,1,180,0,2024-03-13
5767,1,864,1,165,0,2024-05-17
5768,7,776,1,196,1,2024-11-02
5769,4,95,1,190,0,2024-02-24
5770,3,609,1,216,1,2024-08-14
5771,0,206,0,0,0,2024-04-16
5772,7,78,1,259,0,2024-10-26
5773,3,577,1,165,1,2024-06-03
5774,9,634,0,0,0,2024-01-18
5775,6,186,0,0,0,2024-09-19
5776,7,563,1,161,1,2024-02-27
5777,2,905,1,203,0,2024-12-04
5778,0,209,1,98,0,2024-08-01
5779,6,731,1,168,0,2024-10-24
5780,5,538,1,185,0,2024-05-12
5781,3,302,0,0,0,2024-10-10
5782,6,468,1,176,0,2024-05-01
5783,6,533,1,153,0,2024-12-14
5784,6,156,1,264,0,2024-04-14
5785,10,596,0,0,0,2024-10-12
5786,6,908,0,0,0,2024-07-17
5787,5,64,1,213,0,2024-05-19
5788,6,36,1,195,1,2024-06-15
5789,5,708,1,211,0,2024-02-17
5790,8,829,0,0,0,2024-03-06
5791,6,763,0,0,0,2024-03-08
5792,10,972,1,249,0,2024-06-05
5793,8,965,1,199,1,2024-10-31
5794,8,238,1,237,1,2024-10-25
5796,0,829,0,0,0,2024-10-12
5797,3,284,1,72,1,2024-07-17
5798,8,646,1,256,1,2024-11-27
5799,0,806,1,306,0,2024-09-06
5800,6,291,0,0,0,2024-03-01
5801,9,754,1,198,1,2024-05-17
5802,8,922,1,123,1,2024-08-05
5803,0,72,1,204,1,2024-10-30
5804,3,604,1,267,0,2024-09-27
5805,1,249,1,219,0,2024-11-06
5806,1,406,0,0,0,2024-08-17
5807,3,948,1,176,1,2024-04-06
5808,6,239,1,155,0,2024-09-27
5809,2,225,1,124,0,2024-12-28
5810,5,999,1,177,0,2024-01-05
5811,5,975,1,177,0,2024-04-02
5812,6,77,0,0,0,2024-05-16
5813,10,216,0,0,0,2024-03-27
5814,10,531,1,209,0,2024-04-12
5815,10,545,0,0,0,2024-09-22
5816,8,485,1,192,0,2024-04-18
5817,6,584,0,0,0,2024-06-27
5818,9,901,0,0,0,2024-02-01
5819,9,606,1,142,1,2024-07-31
5820,0,517,1,172,0,2024-03-23
5822,7,839,1,121,0,2024-03-23
5823,3,915,0,0,0,2024-06-19
5824,4,134,0,0,0,2024-02-27
5825,10,540,0,0,0,2024-06-02
5826,3,623,1,135,1,2024-12-31
5827,4,485,1,237,1,2024-09-17
5828,3,369,1,232,0,2024-11-26
5829,1,544,1,119,0,2024-05-15
5830,3,844,0,0,0,2024-07-28
5831,6,831,1,131,1,2024-12-18
5832,0,570,1,282,0,2024-01-25
5833,1,179,1,118,1,2024-04-16
5834,0,282,0,0,0,2024-03-26
5835,3,29,0,0,0,2024-09-20
5836,9,964,1,225,1,2024-12-04
5837,0,788,1,166,0,2024-08-01
5838,9,863,0,0,0,2024-03-27
5839,1,424,0,0,0,2024-03-11
5840,10,473,0,0,0,2024-08-25
5841,2,30,1,177,1,2024-04-12
5842,9,107,0,0,0,2024-04-09
5843,1,569,1,109,0,2024-06-03
5844,7,435,0,0,0,2024-08-15
5845,4,858,0,0,0,2024-04-17
5846,5,663,1,101,0,2024-10-13
5847,2,547,0,0,0,2024-12-10
5849,0,770,1,158,1,2024-08-17
5850,8,893,1,212,0,2024-10-13
5851,7,227,1,188,0,2024-10-01
5852,8,168,1,139,0,2024-09-03
5854,3,456,1,189,0,2024-10-22
5855,5,999,1,199,1,2024-10-07
5856,7,966,1,197,0,2024-03-19
5857,0,521,1,96,1,2024-01-06
5858,1,7,1,199,0,2024-10-27
5859,6,669,1,254,0,2024-01-09
5860,10,339,1,115,0,2024-12-09
5861,5,844,1,141,1,2024-11-18
5862,5,383,1,156,1,2024-04-06
5863,2,832,0,0,0,2024-08-07
5864,6,238,1,198,0,2024-07-26
5865,8,915,1,149,0,2024-08-22
5866,8,554,1,173,1,2024-07-21
5867,4,800,1,193,1,2024-01-27
5868,3,863,1,134,0,2024-12-15
5869,9,378,0,0,0,2024-04-14
5870,5,46,1,135,0,2024-02-17
5871,7,654,0,0,0,2024-02-04
5872,4,609,1,252,0,2024-01-31
5873,10,50,1,203,0,2024-08-05
5874,6,774,1,123,0,2024-02-02
5875,10,84,1,147,0,2024-12-31
5877,6,829,1,208,0,2024-05-12
5878,7,847,1,199,0,2024-04-25
5879,1,268,0,0,0,2024-08-26
5880,4,508,1,263,1,2024-03-11
5881,3,529,1,161,0,2024-01-29
5882,4,625,1,163,0,2024-06-09
5883,7,471,0,0,0,2024-09-17
5884,8,842,1,196,0,2024-08-26
5885,0,24,1,244,0,2024-03-23
5886,3,948,0,0,0,2024-07-20
5887,1,206,1,216,0,2024-06-03
5888,4,995,1,206,0,2024-12-25
5889,3,262,1,79,0,2024-03-14
5890,1,399,1,167,1,2024-04-06
5891,1,950,1,193,0,2024-06-05
5892,5,256,1,170,0,2024-02-16
5893,8,337,0,0,0,2024-12-03
5894,3,501,1,127,0,2024-04-09
5895,4,154,1,193,0,2024-04-25
5896,8,562,1,227,0,2024-06-27
5897,0,5,1,202,0,2024-09-28
5898,2,173,1,168,0,2024-06-16
5899,1,897,1,220,1,2024-10-12
5900,2,844,1,206,0,2024-09-22
5901,4,559,1,173,0,2024-03-06
5902,7,577,1,305,0,2024-03-18
5903,6,206,1,171,1,2024-07-14
5904,3,466,1,199,1,2024-10-30
5905,4,389,0,0,0,2024-07-20
5906,1,38,1,190,0,2024-09-29
5907,3,296,0,0,0,2024-07-26
5908,1,936,1,158,0,2024-11-04
5909,0,998,1,213,0,2024-09-19
5910,1,120,1,147,1,2024-03-16
5911,10,296,1,216,1,2024-01-20
5912,7,686,1,215,0,2024-01-28
5913,5,304,1,145,1,2024-06-22
5914,5,236,1,237,0,2024-02-17
5915,4,318,1,138,1,2024-06-18
5916,4,588,0,0,0,2024-06-09
5917,4,946,0,0,0,2024-02-20
5920,5,948,1,191,1,2024-07-29
5921,4,400,0,0,0,2024-08-04
5922,1,945,0,0,0,2024-06-07
5923,1,31,0,0,0,2024-05-11
5924,7,389,1,192,0,2024-07-25
5925,0,113,1,180,1,2024-02-03
5926,4,464,0,0,0,2024-03-06
5927,2,767,1,154,0,2024-01-13
5928,0,90,1,60,0,2024-05-23
5929,10,352,1,120,0,2024-06-07
5930,0,786,0,0,0,2024-07-20
5931,1,908,1,141,0,2024-07-15
5932,5,64,1,141,1,2024-04-14
5933,4,846,1,117,0,2024-02-13
5934,7,108,0,0,0,2024-05-26
5935,3,530,1,150,0,2024-07-23
5936,8,147,1,155,1,2024-06-27
5937,2,522,1,161,0,2024-08-13
5938,10,868,1,163,0,2024-05-27
5939,4,299,1,263,0,2024-02-14
5940,3,409,1,144,0,2024-03-08
5941,0,339,1,174,0,2024-08-15
5942,3,540,0,0,0,2024-05-10
5943,4,355,1,166,0,2024-12-22
5944,9,541,1,230,0,2024-11-08
5945,9,349,0,0,0,2024-06-15
5946,10,880,1,178,0,2024-03-10
5947,5,259,0,0,0,2024-05-05
5948,6,707,1,163,1,2024-11-02
5949,8,57,1,124,1,2024-02-17
5950,2,608,0,0,0,2024-04-08
5951,8,65,1,151,0,2024-09-13
5952,4,369,0,0,0,2024-06-23
5953,2,720,1,211,0,2024-01-20
5954,10,251,1,203,0,2024-05-21
5955,1,855,1,207,1,2024-08-31
5956,1,469,1,114,0,2024-01-19
5957,3,769,0,0,0,2024-12-23
5958,5,964,1,150,0,2024-09-02
5959,7,857,1,94,0,2024-10-09
5960,5,630,0,0,0,2024-01-31
5961,0,722,0,0,0,2024-07-23
5962,10,9,1,176,1,2024-05-28
5963,8,204,0,0,0,2024-07-11
5964,0,274,1,247,0,2024-10-06
5965,10,640,0,0,0,2024-09-19
5966,0,683,1,111,0,2024-05-01
5967,10,926,1,127,0,2024-10-23
5968,9,1,1,136,1,2024-08-10
5969,6,327,0,0,0,2024-06-30
5970,3,126,1,176,0,2024-08-19
5971,1,726,1,77,0,2024-12-04
5972,5,336,1,286,0,2024-02-29
5973,9,165,1,286,0,2024-04-29
5974,4,53,0,0,0,2024-05-29
5975,6,849,0,0,0,2024-12-13
5976,7,506,1,187,0,2024-09-14
5977,4,809,0,0,0,2024-09-11
5978,1,63,0,0,0,2024-10-22
5979,7,768,1,148,0,2024-08-22
5980,9,533,1,154,0,2024-08-16
5981,8,642,0,0,0,2024-03-02
5982,6,952,1,168,0,2024-10-15
5983,4,364,0,0,0,2024-05-21
5984,3,788,1,197,0,2024-05-22
5985,5,472,1,162,1,2024-08-21
5986,5,150,1,62,0,2024-10-18
5987,9,412,1,185,1,2024-03-08
5988,3,203,1,209,0,2024-01-30
5989,6,693,1,203,0,2024-02-15
5990,6,783,1,158,0,2024-01-27
5991,7,834,1,184,0,2024-03-14
5992,10,171,1,190,0,2024-01-22
5993,3,539,1,209,0,2024-02-28
5994,1,491,1,184,0,2024-06-18
5995,9,605,0,0,0,2024-05-03
5996,10,568,1,269,1,2024-11-29
5997,2,821,1,167,0,2024-07-07
5998,9,413,1,194,0,2024-12-02
5999,3,630,1,235,1,2024-09-18
6000,4,637,1,241,1,2024-06-04
6001,4,418,0,0,0,2024-12-14
6002,0,821,0,0,0,2024-05-30
6003,2,511,1,217,0,2024-05-06
6004,1,704,1,120,0,2024-03-14
6005,8,285,0,0,0,2024-09-20
6006,9,285,0,0,0,2024-12-02
6007,4,75,0,0,0,2024-11-15
6008,3,275,1,265,1,2024-01-03
6009,10,630,1,199,0,2024-09-17
6010,10,901,1,80,0,2024-08-25
6011,4,462,1,144,0,2024-03-06
6012,0,928,0,0,0,2024-07-15
6013,9,118,1,185,0,2024-08-06
6014,9,868,1,168,0,2024-02-19
6015,7,702,0,0,0,2024-01-15
6016,2,526,0,0,0,2024-12-06
6017,6,261,1,196,1,2024-11-16
6018,1,81,1,142,0,2024-01-12
6019,4,786,1,236,0,2024-07-11
6020,10,278,1,200,1,2024-11-15
6021,3,127,1,179,0,2024-10-24
6022,1,176,1,218,1,2024-12-19
6023,6,309,1,133,0,2024-10-01
6024,5,360,0,0,0,2024-06-06
6025,8,921,0,0,0,2024-11-21
6026,8,979,0,0,0,2024-05-07
6027,3,349,0,0,0,2024-01-23
6028,6,619,1,190,0,2024-06-04
6029,3,421,0,0,0,2024-06-17
6030,0,652,1,96,0,2024-05-06
6031,9,660,0,0,0,2024-01-18
6032,3,610,0,0,0,2024-09-25
6033,8,185,1,238,0,2024-05-19
6034,6,424,0,0,0,2024-06-06
6035,0,296,1,230,0,2024-05-27
6036,1,935,1,201,1,2024-10-10
6037,8,939,1,129,0,2024-06-09
6038,8,386,1,265,0,2024-04-11
6039,10,413,1,184,0,2024-08-05
6040,0,647,0,0,0,2024-01-12
6041,5,456,1,41,0,2024-11-06
6042,1,245,1,187,0,2024-01-16
6043,3,672,0,0,0,2024-06-28
6044,9,940,0,0,0,2024-11-30
6045,5,807,1,169,0,2024-08-31
6046,1,893,1,255,0,2024-04-29
6047,0,840,0,0,0,2024-04-05
6048,3,138,1,182,0,2024-12-26
6049,6,751,1,151,1,2024-02-12
6050,10,172,1,208,0,2024-01-16
6051,0,979,1,120,1,2024-02-13
6052,6,742,1,103,0,2024-08-21
6053,0,442,0,0,0,2024-10-05
6054,5,895,1,165,0,2024-02-22
6055,3,920,1,136,0,2024-08-29
6056,5,184,1,189,0,2024-12-19
6057,9,428,1,93,1,2024-10-14
6058,9,120,1,178,1,2024-06-07
6059,7,405,0,0,0,2024-07-13
6060,5,607,0,0,0,2024-02-04
6061,5,258,0,0,0,2024-06-17
6062,3,590,0,0,0,2024-08-01
6063,9,872,1,179,0,2024-07-03
6064,5,237,1,275,1,2024-01-20
6065,10,17,1,218,0,2024-12-14
6066,3,912,0,0,0,2024-02-27
6067,3,672,1,162,0,2024-07-18
6068,10,675,0,0,0,2024-05-25
6069,0,751,1,160,1,2024-10-24
6070,2,738,1,273,1,2024-04-16
6071,9,148,0,0,0,2024-12-21
6072,7,272,1,187,1,2024-03-20
6073,7,264,0,0,0,2024-01-08
6074,6,863,1,255,0,2024-05-28
6075,0,451,1,135,0,2024-03-10
6076,10,345,1,171,0,2024-10-26
6077,1,719,1,158,0,2024-03-23
6078,4,939,1,153,1,2024-09-11
6079,8,252,0,0,0,2024-11-18
6080,3,491,1,178,0,2024-03-11
6081,4,616,0,0,0,2024-04-03
6082,10,343,0,0,0,2024-03-26
6083,0,915,1,244,0,2024-10-28
6084,3,856,0,0,0,2024-07-03
6085,0,866,1,75,0,2024-08-03
6086,0,971,0,0,0,2024-03-21
